,0,1,2,3,4,5,6,7,8,9
marital_status_Divorced,0.030703688819678283,0.012164208310407303,0.02343775005084003,0.043199938428133744,-0.00924422991349507,0.010200842651099872,0.017269905673530928,-0.03685756871609054,0.004822675955665453,-0.0010712744952289994
marital_status_Legally Separated,0.004564900992408476,0.002161931708156335,0.0064216665560578355,0.003816384911669279,-0.00019371665606836345,0.0007389676601677717,0.0028437552908265103,-0.008039000075636208,0.002063502741970593,-0.005683066515005659
marital_status_Married,0.4326186942484651,-0.13243887964763168,0.051292828657873664,-0.2809166358019987,0.04868196462638577,-0.24250408409554491,-0.19036024716210115,0.30052444096987246,-0.025869011991251304,-0.04961343179075842
marital_status_Single,-0.4879965438960552,0.10581492104235297,-0.1147341524680903,0.1854812483171279,-0.029268183751852507,0.22790024995496336,0.16834632462126775,-0.25000779038652815,0.014379672846201088,0.017848504899343
marital_status_Widowed,0.02010925983550356,0.01229781858671478,0.033581907203319446,0.048419064145068434,-0.009975834304969705,0.0036640238293137997,0.0019002615764760471,-0.005620081791617085,0.00460316044741384,0.03851926790164975
initial_discharge_quarter_1.0,0.0008758185356063106,0.0022892671685559077,-0.003228782452603805,-0.008692643562910595,-0.1110233511130505,-0.22637416416872586,0.4144107642671002,0.03741567899707439,-0.7138470498789319,0.055629297375828585
initial_discharge_quarter_2.0,-0.0006511395857830247,0.007935896193397825,-0.01950907545900763,-0.0063488808206918195,-0.11745917723785947,-0.286119387166705,0.39847506394136023,0.10792006695441628,0.6931203574374549,-0.039134524827044805
initial_discharge_quarter_3.0,0.004490136597778578,0.005296192588314059,-0.004257089615293792,0.11639361344915276,0.7931038555723465,0.15452550181610486,-0.27868480702309384,-0.07257957409323922,0.01078340555633285,0.0006921566556646427
initial_discharge_quarter_4.0,-0.004714815547601865,-0.015521355950267792,0.026994947526905153,-0.10135208906555107,-0.564621327221436,0.3579680495193259,-0.5342010211853665,-0.07275617185825091,0.0099432868851443,-0.017186929204448302
gender_Female,0.1930328691025306,0.672154755467546,-0.06300185503795214,0.004894632624013334,-0.011235266318109585,0.013486705570978213,-0.007849765842032765,0.01561974563803095,-0.0034059184789764128,0.0038259886182391623
gender_Male,-0.1930328691025306,-0.672154755467546,0.06300185503795214,-0.004894632624013334,0.011235266318109626,-0.01348670557097824,0.007849765842032667,-0.015619745638030978,0.0034059184789765515,-0.0038259886182391
race_African-American,-0.07131564088887454,0.06274828160364171,0.20623120883983598,-0.1825439988069213,0.043814879085246464,0.32936707327921516,0.21976303402643083,0.021082867097500197,0.054482734175920804,0.30410476647580237
race_Asian,0.0018669061753014433,-7.025914958964786e-05,0.013382021503409516,-0.041844035033670214,0.004846431656801797,0.006014470146839415,-0.008193270737303353,0.04150645474748616,-0.0009944684480620147,0.03676104241012937
race_Hispanic,-0.14459090686821113,0.029070538967914495,0.168060532743805,-0.2410618062834062,0.0401352588994059,-0.13575945261842054,-0.09033398061263277,0.11331679525704857,-0.028563389273002397,-0.10576520691872952
race_Native American,-0.0010978818863274066,0.00022361335316678735,0.0009743987678630357,-0.006352910647287682,-0.0005146003916069336,0.0012366741613894286,-0.0009312667142588937,0.005231401683677609,-0.0008227404233261839,0.004275200438433152
race_Other,-0.01929165969790307,0.0025240990428800065,0.011153172517573999,-0.030019007296133743,0.0031304689371282873,0.0011855218627698366,-0.0015773623901020515,0.02563444926119747,-0.003962032807330705,0.022127417762054263
race_White,0.23442918316601472,-0.09449627381801355,-0.39980133437248716,0.501821758067419,-0.09141243818697571,-0.2020442868317934,-0.11872715357213388,-0.20677196804690978,-0.020140103224199204,-0.26150322016768973
payer_Medicaid,-0.2502853788525537,0.1409153311055914,0.2970853295710039,-0.021951390546457034,0.00280471472537866,-0.2432026709195456,-0.12347180100713216,-0.08129900102440091,-0.018456629774093913,-0.29221443417049753
payer_Medicare,0.10375013426635663,-0.009137854480128759,0.19077775656650364,0.24018517711924672,-0.04089902369117762,-0.04120634079142575,-0.030659065283530455,-0.009861856512485934,0.010152199817799834,0.20012594400354353
payer_No charge,-0.0024612385794377787,-0.0006930959220124964,0.0046200680951947026,-0.006829622972934035,0.0028616945361512216,-0.0027547859800270322,-0.002865671731772749,-0.001990801654292392,0.0007525001437965254,-0.00200082297031227
payer_Other,-0.0026437819219087048,-0.0022129414626035683,0.014385909971335563,0.007055061918899994,-0.0011866288599988958,-0.029991858071381244,-0.015811619861509224,-0.002890603439893694,-0.003485555282025121,-0.02386877763820126
payer_Private insurance,0.1890552823127196,-0.11203237714695696,-0.5741636115852383,-0.1513999632301067,0.024402061054414552,0.3272761880886489,0.1799520246131709,0.12049636311461875,0.01477984139256979,0.1581407041468905
payer_Self-pay,-0.03741501722517598,-0.016839062093889755,0.0672945473812005,-0.06705926228864892,0.01201718223523198,-0.010120532326269182,-0.0071438667292262155,-0.024454100483545693,-0.003742356298047031,-0.04018261337142309
Pediatric_False,0.3070467765047422,-0.05903734469911001,0.16195713857453178,-0.21299903613677473,0.030767734091365587,0.16230052162111408,0.16475102212854037,-0.3499569959540146,0.008993314253125044,-0.21379587297034824
Pediatric_True,-0.30704677650474227,0.05903734469910996,-0.1619571385745318,0.21299903613677473,-0.030767734091365545,-0.16230052162111414,-0.1647510221285404,0.3499569959540146,-0.008993314253124997,0.2137958729703482
Geriatric_False,-0.12029137896440172,0.017887759155907828,-0.18564400926547153,-0.24006726344328927,0.03754589264679433,0.04789951972002414,0.04149699743935514,-0.01635462334078214,-0.014638243148601234,-0.23876670022873459
Geriatric_True,0.12029137896440169,-0.01788775915590784,0.18564400926547153,0.24006726344328927,-0.03754589264679436,-0.047899519720024104,-0.04149699743935516,0.01635462334078214,0.0146382431486012,0.2387667002287346
median_zip_income,0.037986471096467474,-0.027040535640323642,-0.10773946348358245,-0.03205983163205585,-0.0013475214005642178,-0.04530264239436304,-0.05666745490027478,0.06582730869117254,-0.0009400406126160089,0.04689218374973365
CMDF CCI,0.00984268798702192,0.00041108736891111425,0.015239161901287629,0.00046529284161397314,-0.0030581433500672084,-0.009087270518708883,0.00030308469072711885,-0.025734677680372502,0.005926788361920529,0.03851760814052359
Diabetes Mellitus,0.0532277152155624,-0.013774352791550563,0.08763860566503358,0.05575818966458371,-0.009703532397581694,0.03965767864710846,0.024035635592813794,-0.0020397942856666034,0.009869630969648375,0.10133619763963422
Hyperlipidemia,0.13555724559505897,-0.049237603439424064,0.14641640667156378,0.16048107760171165,-0.026372050109273376,0.01912287241665977,0.008337292115085802,-0.008228505944201117,0.011284096989889547,0.2095898506621799
Obesity,0.07041057096146654,0.009024317377556084,0.057929027557828715,0.017676178850878722,0.0023399330896339047,0.09356991942726192,0.07739485182306134,-0.045242246648970974,-0.0025674464899649112,-0.011007623630463032
Hypertension,0.19539199424428363,-0.047754673705702085,0.2261328236460942,0.2051007843524412,-0.02544740740857648,0.09083263345858972,0.053874188907703374,-0.016276878755916286,0.022149072646070203,0.2905969028084553
Ischemic Heart Disease,0.032797523305227075,-0.01964850107614591,0.051704139319826335,0.06621116150930471,-0.01109335783379285,0.0029867620845020855,0.003268462879445698,-0.008042489324937684,-0.00013462329981026356,0.05696833934790558
Mood Disorders,0.07441531736847004,0.04545964779260245,0.014178744389510032,0.1033286925161114,-0.013989556696024958,0.005630974154391671,0.037915243810036914,-0.12054411359150302,-0.0019811336707348504,-0.07517936130334336
Aspirin,0.04921482271405319,-0.020179941939725148,0.058005839756436514,0.07262188312846196,-0.012389697034998096,-0.0030121485586776845,-0.0009180803275000532,-0.013603282035825575,0.008175998781317449,0.07918706062529299
Nicotine Dependence,0.10873738829386066,-0.061048766820238784,0.13087554536635063,0.13142531762609633,-0.033866887593672165,0.05823606831082397,0.13397281137389064,-0.3405224556831325,0.024870254308853878,-0.2058818221666081
Alcohol-Related Disorders,0.0030043865219978407,-0.004581726472876699,0.010239327860113168,0.006317917885971119,-0.0016007610037667758,0.004511189366255596,0.006442065403833383,-0.010510556223657645,0.00361159259164173,-0.005090812260812369
Antibiotic Treatment,-0.049496403057085685,0.016930976419212932,-0.20108334397166752,-0.3284745131487571,0.011184600006609383,-0.4281348846089179,-0.17795970894732882,-0.5944236398967451,0.0429818659350502,0.5083885483118114
pregnant,0.0004088719623728441,0.005292845836521302,0.0019376298538833533,-0.002546470572657794,-0.00022565705147552126,-0.0006861047210107658,0.0006343525991786161,-0.0032215917624089483,-0.00024003678195346157,-0.0041013214108837435
appendecolith,7.88559925357738e-06,-0.00511005408323186,0.007546985452122931,0.003499756031935678,-0.002157754752720303,0.005846529470323958,-0.000506734573765682,0.011437795083640795,0.006696239909523843,-0.0038748817004769028
bowel obstruction,0.013386989369870879,-0.01649488767997592,0.05106323875779901,0.05480835551585403,-0.01155685226534832,0.04191766734474844,0.018560056210753368,0.06454292825724585,0.002116477675715066,-0.015820694423966167
