,0,1,2,3,4,5,6,7,8,9
marital_status_Divorced,0.04737368501101578,0.05010528531598333,0.08319104034164006,0.05405697568530738,0.005191684084010586,-0.08301393634098424,-0.03466198907715749,0.04611962968330781,0.03865898147003627,0.022214780407632438
marital_status_Legally Separated,0.01057633712410878,0.018903666057037742,0.020651029095665584,0.018145936629169676,0.0030750841616908942,-0.026150161726440434,-0.008287699954026959,0.0025457917999707398,0.014759150251443143,-0.008311677320792533
marital_status_Married,0.11323077470053211,0.011375725743860985,0.1444433940554079,0.3713541911617496,0.01397042915109694,-0.29574762781452835,-0.0740978890219811,-0.10060094188815794,0.12889687522704557,-0.28248821756331327
marital_status_Single,-0.18815108288143345,-0.10582826945920248,-0.26275425772916006,-0.48241408814996295,-0.027919940948143852,0.4156515710424613,0.11849810795160995,0.020157231714127387,-0.18213045561499883,0.21501305486412126
marital_status_Widowed,0.016970286045777216,0.025443592342320045,0.014468794236446713,0.038856984673735696,0.005682743551345434,-0.010739845160508488,-0.0014505298984438118,0.031778288690752075,-0.00018455133352596594,0.053572059612352056
initial_discharge_quarter_1.0,-0.007269061918956466,-0.003306177920520316,-0.0009890175943394225,0.0059354609114219015,-0.032997334189320035,-0.06957012074801018,0.32655237318489827,-0.013256915644908154,0.04963031569027248,-0.20320982540237095
initial_discharge_quarter_2.0,-0.01697662757566466,0.01362657517233654,-0.008158234563986056,0.002961504689282342,-0.04548282312000784,-0.18006004195217543,0.6117222974235442,0.015295422632359957,0.005499498416952522,0.1524221526101418
initial_discharge_quarter_3.0,-0.00631393793841163,-0.01739271553682778,0.011098185773481654,-0.03218577143693636,0.7429500168109697,0.11857762880174595,-0.41323304141726086,-0.013500895030961529,-0.027610988967926735,0.017919426041438452
initial_discharge_quarter_4.0,0.030559627433032737,0.007072318285011572,-0.0019509336151565717,0.0232888058362316,-0.6644698595016418,0.13105253389843982,-0.5250416291911812,0.011462388043509547,-0.027518825139298368,0.03286824675079064
gender_Female,0.4145542499649982,0.3876129342864134,-0.4016574694665516,-0.002439923165482553,0.022518853082659798,-0.005740218860415944,0.002284158389865335,0.11071798401139546,-0.034128669491721574,-0.0238637815091787
gender_Male,-0.4145542499649982,-0.3876129342864134,0.4016574694665516,0.0024399231654825253,-0.022518853082659798,0.005740218860415986,-0.0022841583898650713,-0.11071798401139563,0.034128669491721365,0.02386378150917884
race_African-American,-0.4409704029568544,0.29009645331576794,-0.2243254193592032,0.25546446078139395,-0.001794744807159351,0.0963877462339931,0.015020573024823156,-0.17517791241516556,-0.09562550152975427,-0.07645378253149364
race_Asian,0.0008549846587636298,-0.005728700679800743,-0.011319445296746927,0.005457715287685022,0.000756504244809015,0.0058145751887023365,-0.0038362083341250282,-0.006983839658766792,0.00509812158770832,-0.00982264761186635
race_Hispanic,-0.033092742901163825,-0.06956671022743985,-0.05557395765691841,0.028203441114869405,0.006498214930975355,0.034636029711509794,-0.007787171600191765,0.10584062105655036,0.14602265685802793,-0.1055231096936627
race_Native American,0.0007183540791864234,-0.0014631893677455729,-0.0033773389990326224,0.0029230461400265055,0.0007876345780399727,0.0009479535493805759,-0.00038192127216344127,-0.003938207180891877,0.000442527914470675,-0.00258106624933825
race_Other,-0.005566227070900352,-0.01279094920991809,-0.02296028152214284,0.005759868691106152,-0.0015342700030347724,0.00979196119485256,0.0055788782740807084,0.0005569997877301672,0.016466343749683223,-0.02175065119416145
race_White,0.4780560341909685,-0.2005469038308636,0.317556442834044,-0.2978085320150808,-0.004713338943630316,-0.1475782658784382,-0.008594150092423517,0.07970233841054304,-0.07240414858013561,0.2161312572805226
payer_Medicaid,-0.1792189605959504,0.4043002640140287,0.13011980832133616,-0.47585817813737763,-0.015293880828741637,-0.38784395771033264,-0.12331017987515759,-0.28024139557046485,0.17432692861313517,0.033355779243565656
payer_Medicare,0.012826554411724679,0.06440860370532693,0.09216694922997873,0.23184127906475382,0.018823592445305803,0.06726690645469363,0.028933239559554638,0.22509147366031348,-0.0788076022084034,0.3483492612854441
payer_No charge,-0.00030699519051080907,-0.0004616279077074219,-0.0004770811073154837,0.0006919333161515343,-0.0003325571336587714,0.00020166736439950037,-0.0003175440336441631,0.0007048377782329396,0.0006130332207063888,0.00023677621367963183
payer_Other,0.004100631799132362,-0.011017583112966205,-0.0025385115865813267,0.013775929064688967,-0.00298645654041838,0.001432689274056516,-0.0013493010179237667,0.0240274628079383,2.0347739594215552e-05,-0.005995383524716761
payer_Private insurance,0.24141569095757448,-0.254218431718491,-0.09708790940271451,0.18809292110412074,-0.003585808365235058,0.18569208311146107,0.08092844214373472,-0.5297118557044784,-0.40571099860824367,-0.1435119646076438
payer_Self-pay,-0.07881692138197036,-0.2030112249801908,-0.12218325545470361,0.041456115587662684,0.003375110422748001,0.13325061150572187,0.01511534322343619,0.5601294770284588,0.3095582912432112,-0.23243446861032868
median_zip_income,0.2079247406884068,-0.19569298703027257,0.02414975956861042,-0.013611907950340467,-0.004095500504089746,0.06453052070609702,-0.0037034506063087684,-0.06123894591489853,0.04362548213695522,-0.0823206975708912
CMDF CCI,-0.0037009148142169547,0.029161005517672648,0.022944735789072832,0.025632941084540412,0.0024072962627211206,0.016101213270177387,-0.0004359466955271118,0.007166490180930967,-0.01214020338284756,0.029012631270834033
Geriatric,0.006770098563948819,0.022840311673663693,0.04274389882315456,0.150444098355153,0.011941143167588543,-0.005435186277309329,0.003624818701181256,0.10824100665885783,-0.0313801197676401,0.1994238384223595
Pediatric,0.019667401976676113,-0.027987577832729482,-0.05306175189534576,-0.025812383592510764,-0.0013246217603338996,0.017084018761643793,0.000615022001000312,-0.056248505668549435,-0.00021932179214628362,0.03133932234038023
Diabetes Mellitus,-0.015477006305940481,0.07169883385067531,0.056076660006591575,0.10832503154281567,0.0061489781946400856,0.02607427915445578,-0.00325475961579437,0.02859366864485565,-0.04512345769439714,0.1539270352436456
Hyperlipidemia,0.012811101792387931,0.06203571515508119,0.08098893533967613,0.1035809807316953,0.0028217220390405647,0.029910953311283933,0.009654478395839862,0.032908660624394286,-0.031672855021255025,0.15026960939445227
Obesity,0.004720951951458365,0.02443644482705267,0.020335472777197282,0.01982452876804378,0.002435221604670204,0.014109211838764226,0.0030879445969699305,0.0059427685718046915,-0.001452805124773393,0.03353585529509112
Hypertension,-0.04184828020433319,0.22431660578197338,0.22874301597066085,0.2794645949384063,0.015998760192927564,0.07226920018537748,0.007281757085845419,0.06681147925672358,-0.15248680191255307,0.44327570875441646
Ischemic Heart Disease,-0.003482757808247843,0.04105537030262701,0.050642256914625323,0.055088639879034,-0.00196295749627046,0.017284653335465066,0.00445743228740781,0.030041938486666128,-0.02766260898717189,0.09128027933312777
