,0,1,2,3,4,5,6,7,8,9
marital_status_Divorced,0.013858999173774152,0.030482707284283036,-0.034488301170102105,-0.01983717934534008,-0.04569453931661951,0.033473521790112974,-0.003828368436228807,0.004847248018000504,-0.03635714394672359,0.006978342493354427
marital_status_Legally Separated,-0.0017419742677602362,0.006308253129338241,-0.004126423284828099,-0.003902195713735145,-0.006398130399479692,0.0030102777096948263,0.006388048318573013,0.008907560650930896,-0.010031991331541092,0.002532673750871582
marital_status_Married,0.29622523086588964,-0.4102953031625757,-0.11270591166447262,0.11320729560152619,0.3006478908348957,-0.33911767571098983,0.1702220242656234,0.23722613489316097,0.048768073055825235,-0.014750320622272545
marital_status_Single,-0.36490322262601294,0.2704080201504632,0.27349422158003245,-0.07736369643073356,-0.1971278469263602,0.2864965971761772,-0.08954459773333066,-0.158943286748821,0.10334799232290053,-0.023247140418751578
marital_status_Widowed,0.05656096685410926,0.1030963225984892,-0.12217358546062915,-0.012104224111715606,-0.05142737419243677,0.016137279035005433,-0.08323710641463693,-0.09203765681327207,-0.1057269301004605,0.02848644479679925
initial_discharge_quarter_1,-0.006098470706494659,0.003986391723777657,0.015142226111495518,0.017749482503122156,-0.008755765102625759,0.04459699297018941,-0.3185721422700386,0.2995351200102556,0.003569477608726443,0.7424114301937118
initial_discharge_quarter_2,0.007242758526686942,0.0026720824366859254,-0.0029907022246456164,0.014777383563739702,-0.031112036032599214,0.023963565198809912,-0.42625071914775864,0.3554909639976407,0.003113421571154881,-0.6593316478437764
initial_discharge_quarter_3,-0.0024782356999210253,-0.0010106216594087576,-0.039288991673343224,-0.6807633183462722,0.25566719594347276,-0.044217168194517945,0.3375168561391012,-0.3185620137786346,0.010980387498175736,-0.04031494671148389
initial_discharge_quarter_4,0.0013339478797289917,-0.005647852501052972,0.027137467786494007,0.6482364522794073,-0.2157993948082482,-0.024343389974483206,0.40730600527869354,-0.3364640702292612,-0.017663286678056406,-0.04276483563845379
gender_Female,-0.3388045965262806,-0.07179831293685983,-0.595614390363422,0.0005593720244042587,-0.0820869934204384,0.008226057763774143,0.011611319905613877,0.01819925457263927,-0.035146881637378106,0.00551325603565637
gender_Male,0.3388045965262806,0.07179831293685993,0.595614390363422,-0.0005593720244043819,0.08208699342043839,-0.008226057763774094,-0.011611319905613874,-0.018199254572639347,0.03514688163737805,-0.005513256035656411
race_African-American,-0.1898056301383975,0.24435515260189697,-0.0010895811088962354,0.1500394287002725,0.45412432594843716,0.20535373013344937,0.11567405896060101,0.13630343450492838,-0.2932983657047586,-0.03591578044386769
race_Asian,0.004699795011094657,-0.007569697514848943,8.494214131374623e-05,0.015430865800357274,0.03481165959262169,-0.026884234768025015,-0.00826988975983866,-0.007623930307764849,0.0018792403256965085,0.00836991658456658
race_Hispanic,-0.0976067223654142,-0.005609830957687855,0.05617389865646741,0.03376805202805904,0.07888763871775714,-0.24435191394981465,-0.09323245204065214,-0.0807464138323343,0.1977457772789247,0.026891953519320323
race_Native American,-0.001097620318093645,-0.003378026903215347,0.0012463801608041999,0.0019202101359362986,0.006861217073259517,-0.004813182759492622,0.0009204657801959068,-0.0019066667451854058,0.002295698282080533,0.0016009767830671398
race_Other,-0.014383865148046033,-0.00760902048786277,0.010844052347590075,0.009884954717572388,0.02522375497477433,-0.023742208461629905,-0.014439344086812458,-0.0073191763822780505,0.009609464982527353,-0.0005540152018796037
race_White,0.2981940429588565,-0.22018857673828202,-0.06725969219727967,-0.21104351138219904,-0.5999085963068505,0.09443780980551142,-0.0006528388534955233,-0.03870724723736621,0.0817681848355307,-0.00039305124120754656
payer_Medicaid,-0.2278824625133913,0.2055320494977953,0.09634283261646298,-0.03273583753036763,-0.10545971596714582,-0.32169173670603635,0.24518345135367592,0.3041482782212077,0.33409361301674206,0.017898807516444373
payer_Medicare,0.2958482435208317,0.3099771113030242,-0.2123128510439048,-0.004247082202925478,-0.05337590731761286,-0.12547320364037784,-0.19069252374269438,-0.1928767994797727,-0.2595604410161127,-0.023733138785741008
payer_No charge,-0.004126100524373374,-3.080897200738585e-05,0.001829224268039273,-1.2466067524747601e-05,0.0027627539507190818,-0.010328395832367578,-0.006578805732099307,-0.005870650162269968,0.004663613118555941,0.0010846380302810532
payer_Other,-0.002358435029634748,-0.004579684679448047,3.7579725327225196e-05,-0.002428968060969981,-0.005086734046966682,-0.02937964077488913,0.0020390357796167555,0.003223830180391753,-0.010540097858483175,0.0022947152683238815
payer_Private insurance,-0.0201563711766413,-0.5214476328051135,0.07024687696461987,0.03705741972026152,0.14453466102038606,0.5923331273654624,0.0037410532212120854,-0.03975855010036668,-0.060738473332069665,0.005435230952169103
payer_Self-pay,-0.041324874276789623,0.010548965655749164,0.04385633746945765,0.0023669341415249474,0.016624942360620606,-0.105460150411791,-0.053692210879709976,-0.06886610865919002,-0.007918213928632116,-0.0029802529814773387
age,0.14463201927573527,0.07053118204816751,-0.08142731801586829,0.01141753339071375,0.021141227303443734,-0.0011075543049264337,-0.0451000575188771,-0.047601504316981826,-0.0658001656895511,0.0022598036478396304
median_zip_income,0.048463115631565495,-0.11779819905419922,-0.009814904866226878,0.00838002928124296,0.0019513895919872457,-0.021723008731587584,-0.07962897832461892,-0.09288477568041108,0.07841224557191362,-0.008051413010083722
CMDF CCI,0.03125646435592384,0.0334323463330199,-0.017268578440394308,0.004603587809186327,0.010470958690690958,0.01767620310184483,0.004417690393527301,0.0033984054834768416,0.022341651131859073,0.001060065641590148
Diabetes Mellitus,0.13755253173042178,0.1593886059213586,-0.09686130437199937,0.04938753288857775,0.12310996914467448,0.13649384355291097,0.02641149219513631,0.020524844057018113,0.21964850679722503,-0.0064002180046722765
Hyperlipidemia,0.26697367127135513,0.19193879269117703,-0.1593467850389381,0.03356586305828152,0.054377712826314685,0.13649668620006597,-0.025642944027318655,-0.015639849734468275,0.19596202708618504,0.022027182804922413
Obesity,-0.004635977000793564,0.014824272432220825,-0.0626478311990983,0.010601791212293545,0.032578126510463976,0.25236659966470404,0.19375778960587517,0.21154645644302703,0.5484473413673249,-0.06357251523937736
